Logistic Regression
Average_ECE_across_all_datasets_before_calibration: 0.0006600000000000001
Average_ECE_across_all_datasets_after_calibration: 0.00045000000000000004
Average_ACC_across_all_datasets_before_calibration: 0.5922120000000001
Average_ACC_across_all_datasets_after_calibration: 0.5964759999999999
Linear SVM
Average_ECE_across_all_datasets_before_calibration: 0.000295
Average_ECE_across_all_datasets_after_calibration: 0.000295
Average_ACC_across_all_datasets_before_calibration: 0.5518959999999999
Average_ACC_across_all_datasets_after_calibration: 0.588308
Decision Tree
Average_ECE_across_all_datasets_before_calibration: 9.5e-05
Average_ECE_across_all_datasets_after_calibration: 0.00020999999999999998
Average_ACC_across_all_datasets_before_calibration: 0.5409
Average_ACC_across_all_datasets_after_calibration: 0.4880080000000001
Random Forest
Average_ECE_across_all_datasets_before_calibration: 0.011425000000000001
Average_ECE_across_all_datasets_after_calibration: 0.00124
Average_ACC_across_all_datasets_before_calibration: 0.532916
Average_ACC_across_all_datasets_after_calibration: 0.5435479999999999
Neural Net
Average_ECE_across_all_datasets_before_calibration: 0.0036349999999999993
Average_ECE_across_all_datasets_after_calibration: 0.000225
Average_ACC_across_all_datasets_before_calibration: 0.598828
Average_ACC_across_all_datasets_after_calibration: 0.622104
AdaBoost
Average_ECE_across_all_datasets_before_calibration: 0.0
Average_ECE_across_all_datasets_after_calibration: 0.00011999999999999999
Average_ACC_across_all_datasets_before_calibration: 0.486796
Average_ACC_across_all_datasets_after_calibration: 0.59492
Naive Bayes
Average_ECE_across_all_datasets_before_calibration: 0.0
Average_ECE_across_all_datasets_after_calibration: 0.0
Average_ACC_across_all_datasets_before_calibration: 0.5518919999999999
Average_ACC_across_all_datasets_after_calibration: 0.552176
