Logistic Regression
Average_ECE_across_all_datasets_before_calibration: 0.007095
Average_ECE_across_all_datasets_after_calibration: 0.00512125
Average_ACC_across_all_datasets_before_calibration: 0.667416
Average_ACC_across_all_datasets_after_calibration: 0.687808
Linear SVM
Average_ECE_across_all_datasets_before_calibration: 0.00568375
Average_ECE_across_all_datasets_after_calibration: 0.00465125
Average_ACC_across_all_datasets_before_calibration: 0.661864
Average_ACC_across_all_datasets_after_calibration: 0.6684679999999998
Decision Tree
Average_ECE_across_all_datasets_before_calibration: 0.01841
Average_ECE_across_all_datasets_after_calibration: 0.01816375
Average_ACC_across_all_datasets_before_calibration: 0.6497719999999999
Average_ACC_across_all_datasets_after_calibration: 0.662188
Random Forest
Average_ECE_across_all_datasets_before_calibration: 0.09948625
Average_ECE_across_all_datasets_after_calibration: 0.0089
Average_ACC_across_all_datasets_before_calibration: 0.727452
Average_ACC_across_all_datasets_after_calibration: 0.7169399999999999
Neural Net
Average_ECE_across_all_datasets_before_calibration: 0.018615
Average_ECE_across_all_datasets_after_calibration: 0.00561
Average_ACC_across_all_datasets_before_calibration: 0.726768
Average_ACC_across_all_datasets_after_calibration: 0.72582
AdaBoost
Average_ECE_across_all_datasets_before_calibration: 0.31270875000000004
Average_ECE_across_all_datasets_after_calibration: 0.001845
Average_ACC_across_all_datasets_before_calibration: 0.5721719999999999
Average_ACC_across_all_datasets_after_calibration: 0.5742519999999999
Naive Bayes
Average_ECE_across_all_datasets_before_calibration: 0.0381625
Average_ECE_across_all_datasets_after_calibration: 0.020332499999999996
Average_ACC_across_all_datasets_before_calibration: 0.859104
Average_ACC_across_all_datasets_after_calibration: 0.8539999999999999
